Time of Day [h:m:s:ms],Participant,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Class
13:49:21:487,26,Fixation,Fixation,56,46,576.3937,384.3065,620.9232,322.4255,1
13:49:21:504,26,Fixation,Fixation,56,46,576.954,382.8311,625.1071,335.8475,1
13:49:21:521,26,Fixation,Fixation,56,46,577.3462,382.9855,623.4024,343.5351,1
13:49:21:537,26,Fixation,Blink,56,10,576.8598,382.6173,0,0,1
13:49:21:554,26,Fixation,Blink,56,10,575.6985,381.2972,0,0,1
13:49:21:571,26,Fixation,Blink,56,10,577.5323,383.7344,0,0,1
13:49:21:587,26,Fixation,Blink,56,10,578.3147,385.3851,0,0,1
13:49:21:604,26,Fixation,Blink,56,10,580.4812,383.9293,0,0,1
13:49:21:621,26,Fixation,Blink,56,10,579.6744,382.5287,0,0,1
13:49:21:637,26,Fixation,Blink,56,10,579.1009,381.5672,0,0,1
13:49:21:654,26,Fixation,Blink,56,10,578.1701,382.3078,0,0,1
13:49:21:671,26,Fixation,Fixation,56,47,581.9811,384.699,624.2735,332.7728,1
13:49:21:687,26,Fixation,Fixation,56,47,580.4265,386.6909,619.2537,335.0251,1
13:49:21:704,26,Fixation,Fixation,56,47,580.4402,386.6712,617.3505,329.3232,1
13:49:21:721,26,Fixation,Fixation,56,47,580.6325,383.6082,618.7482,322.9368,1
13:49:21:738,26,Fixation,Fixation,56,47,581.9765,385.0527,617.8617,328.6089,1
13:49:21:754,26,Fixation,Fixation,56,47,580.4866,384.6234,616.7511,321.0773,1
13:49:21:771,26,Fixation,Fixation,56,47,578.7349,382.7494,616.1691,321.2648,1
13:49:21:788,26,Fixation,Fixation,56,47,578.0679,380.9994,614.3108,314.8634,1
13:49:21:804,26,Fixation,Fixation,56,47,578.1862,382.0128,615.2566,313.923,1
13:49:21:821,26,Fixation,Fixation,56,47,579.4761,382.1167,613.633,314.1626,1
13:49:21:838,26,Fixation,Fixation,56,47,579.5383,381.3975,612.2354,311.4318,1
13:49:21:854,26,Fixation,Fixation,56,47,579.0811,380.4692,611.9148,307.4834,1
13:49:21:871,26,Fixation,Fixation,56,47,578.5066,378.0923,613.6113,305.375,1
13:49:21:888,26,Fixation,Fixation,56,47,578.6785,377.5986,614.3513,305.4277,1
13:49:21:904,26,Fixation,Fixation,56,47,579.0589,376.6691,615.8824,305.5961,1
13:49:21:921,26,Fixation,Fixation,56,47,579.6634,376.3754,615.2978,304.6053,1
13:49:21:938,26,Fixation,Fixation,56,47,578.7333,374.7804,615.9777,303.1372,1
13:49:21:954,26,Fixation,Fixation,56,47,578.7321,374.6833,615.1376,302.2225,1
13:49:21:971,26,Fixation,Fixation,56,47,579.0403,374.6974,615.4312,301.6108,1
13:49:21:988,26,Fixation,Fixation,56,47,578.0193,371.4174,614.7479,300.3482,1
13:49:22:005,26,Fixation,Fixation,56,47,578.1424,371.0549,613.9756,297.2847,1
13:49:22:021,26,Fixation,Fixation,56,47,577.4008,370.3856,614.7646,297.4871,1
13:49:22:038,26,Fixation,Fixation,56,47,577.1382,368.4638,613.1623,296.7318,1
13:49:22:055,26,Fixation,Fixation,56,47,575.8666,368.3239,612.2032,297.7112,1
13:49:22:071,26,Fixation,Fixation,56,47,576.0826,367.2599,610.8144,298.3558,1
13:49:22:088,26,Fixation,Fixation,56,47,576.7254,369.1908,609.3996,297.9849,1
13:49:22:105,26,Fixation,Fixation,56,47,575.9734,367.7341,609.6396,298.1467,1
13:49:22:121,26,Fixation,Fixation,56,47,576.9131,366.6167,609.8027,298.4035,1
13:49:22:138,26,Fixation,Fixation,56,47,577.0468,366.349,610.4282,296.3399,1
13:49:22:155,26,Fixation,Fixation,56,47,576.6153,364.4373,610.6647,295.9398,1
13:49:22:171,26,Fixation,Fixation,56,47,578.7628,367.128,611.9855,296.6159,1
13:49:22:188,26,Fixation,Fixation,56,47,579.7088,367.0391,612.9598,296.9171,1
13:49:22:205,26,Fixation,Fixation,56,47,579.9774,365.7512,612.9607,295.4388,1
13:49:22:221,26,Fixation,Fixation,56,47,581.7241,368.0728,614.459,295.9047,1
13:49:22:238,26,Fixation,Fixation,56,47,583.9205,367.8619,614.8736,294.1532,1
13:49:22:255,26,Fixation,Fixation,56,47,583.2111,367.1842,616.0479,292.5921,1
13:49:22:271,26,Fixation,Fixation,56,47,583.808,366.8926,616.3369,290.7745,1
13:49:22:288,26,Fixation,Fixation,56,47,583.8857,370.8771,616.6089,289.433,1
13:49:22:305,26,Saccade,Saccade,50,42,584.9941,394.0415,615.67,302.6518,1
13:49:22:321,26,Saccade,Saccade,50,42,585.352,711.4253,610.8992,588.2847,1
13:49:22:338,26,Saccade,Saccade,50,42,587.0255,948.3773,613.4653,867.8257,1
13:49:22:355,26,Fixation,Fixation,57,48,587.621,1046.431,618.6875,974.1337,1
13:49:22:371,26,Fixation,Fixation,57,48,589.9757,1061.7919,620.5642,974.7841,1
13:49:22:388,26,Fixation,Fixation,57,48,592.2089,1056.3187,627.278,973.718,1
13:49:22:405,26,Fixation,Fixation,57,48,590.5875,1056.5622,627.1432,973.4914,1
13:49:22:421,26,Fixation,Fixation,57,48,592.1063,1051.8593,628.7028,972.5783,1
13:49:22:438,26,Fixation,Fixation,57,48,593.8367,1055.2204,631.9205,970.861,1
13:49:22:455,26,Fixation,Fixation,57,48,595.2274,1053.7521,637.7124,972.4201,1
13:49:22:472,26,Fixation,Fixation,57,48,596.3244,1055.0869,636.5644,973.7936,1
13:49:22:488,26,Fixation,Fixation,57,48,598.7816,1053.5463,639.2545,973.6396,1
13:49:22:505,26,Fixation,Fixation,57,48,600.1178,1055.0584,641.9855,975.2404,1
13:49:22:522,26,Fixation,Fixation,57,48,600.7585,1054.0956,645.2127,974.6571,1
13:49:22:538,26,Fixation,Fixation,57,48,600.7097,1053.0995,644.8697,976.9679,1
13:49:22:555,26,Fixation,Fixation,57,48,601.0672,1052.372,645.1262,976.3966,1
13:49:22:572,26,Saccade,Saccade,51,43,601.741,1051.8324,645.1369,976.0685,1
13:49:22:588,26,Fixation,Fixation,58,49,601.2408,883.6265,641.7319,844.7046,1
13:49:22:605,26,Fixation,Fixation,58,49,598.675,860.9526,624.2682,768.7784,1
13:49:22:622,26,Fixation,Fixation,58,49,596.7593,862.1755,626.5488,792.735,1
13:49:22:638,26,Fixation,Fixation,58,49,587.963,857.1598,619.6738,781.2712,1
13:49:22:655,26,Fixation,Fixation,58,49,586.9066,855.9218,611.4898,779.8593,1
13:49:22:672,26,Fixation,Fixation,58,49,581.5077,856.3773,607.5633,780.5999,1
13:49:22:688,26,Fixation,Fixation,58,49,580.0414,853.634,607.1141,783.3873,1
13:49:22:705,26,Fixation,Fixation,58,49,576.1391,853.6188,602.661,784.5436,1
13:49:22:722,26,Fixation,Fixation,58,49,577.4425,852.4059,601.4296,782.7933,1
13:49:22:739,26,Fixation,Fixation,58,49,572.5896,851.6458,599.0512,780.7991,1
13:49:22:755,26,Fixation,Fixation,58,49,570.6241,851.4221,596.6051,780.9088,1
13:49:22:772,26,Fixation,Fixation,58,49,568.8,849.1846,594.9654,778.8604,1
13:49:22:789,26,Fixation,Fixation,58,49,567.2633,849.3069,595.003,779.0953,1
13:49:22:805,26,Fixation,Fixation,58,49,565.7596,848.7652,592.334,777.5423,1
13:49:22:822,26,Fixation,Fixation,58,49,567.1876,848.4756,592.5845,776.7026,1
13:49:22:839,26,Fixation,Fixation,58,49,567.4967,847.0562,593.0005,776.6037,1
13:49:22:855,26,Fixation,Fixation,58,49,568.2394,848.0584,592.4404,775.2354,1
13:49:22:872,26,Fixation,Fixation,58,49,567.2027,849.1182,591.9969,774.4666,1
13:49:22:889,26,Fixation,Fixation,58,49,566.7475,848.7154,592.6439,773.288,1
13:49:22:905,26,Fixation,Fixation,58,49,565.6345,849.77,592.0644,773.4838,1
13:49:22:922,26,Fixation,Fixation,58,49,566.3478,850.0382,591.9596,774.0406,1
13:49:22:939,26,Fixation,Saccade,58,44,565.0957,850.7203,592.3082,774.9481,1
13:49:22:955,26,-,Saccade,-,44,568.8759,1037.3935,595.1553,886.4329,1
13:49:22:972,26,Blink,Saccade,7,44,0,0,610.5947,1124.2074,1
13:49:22:989,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:006,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:022,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:039,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:056,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:072,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:089,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:106,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:122,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:139,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:156,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:172,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:189,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:206,26,Blink,Saccade,7,44,0,0,0,0,1
13:49:23:223,26,Blink,Saccade,7,44,0,0,891.3473,1038.7916,1
13:49:23:239,26,Blink,Fixation,7,50,0,0,1005.7191,1014.4799,1
13:49:23:256,26,Blink,Fixation,7,50,0,0,992.3856,1011.8445,1
13:49:23:273,26,Blink,Fixation,7,50,0,0,997.2954,1006.3734,1
13:49:23:289,26,Blink,Fixation,7,50,0,0,996.6524,1007.5585,1
13:49:23:306,26,Blink,Fixation,7,50,0,0,995.5878,1007.3854,1
13:49:23:323,26,Blink,Fixation,7,50,0,0,998.1307,1006.108,1
13:49:23:339,26,Blink,Fixation,7,50,0,0,998.993,1006.9254,1
13:49:23:356,26,Blink,Fixation,7,50,0,0,996.1843,1006.647,1
13:49:23:373,26,Blink,Fixation,7,50,0,0,997.6477,1009.3994,1
13:49:23:389,26,Blink,Fixation,7,50,0,0,997.7514,1007.1066,1
13:49:23:406,26,Blink,Fixation,7,50,0,0,999.5051,1006.8513,1
13:49:23:423,26,Blink,Fixation,7,50,0,0,1000.4191,1007.0657,1
13:49:23:440,26,Blink,Fixation,7,50,0,0,1001.4764,1007.1165,1
13:49:23:456,26,Blink,Fixation,7,50,0,0,1001.2221,1007.2118,1
13:49:23:473,26,Blink,Fixation,7,50,0,0,1003.0041,1008.4587,1
13:49:23:490,26,Blink,Fixation,7,50,0,0,1004.0818,1009.9575,1
13:49:23:506,26,Blink,Fixation,7,50,0,0,1004.1297,1011.0524,1
13:49:23:523,26,Blink,Fixation,7,50,0,0,1004.2839,1010.5914,1
13:49:23:540,26,Blink,Fixation,7,50,0,0,1006.298,1010.8525,1
13:49:23:556,26,Blink,Fixation,7,50,0,0,1007.6255,1009.8107,1
13:49:23:573,26,Blink,Fixation,7,50,0,0,1009.1375,1011.9745,1
13:49:23:590,26,Blink,Fixation,7,50,0,0,1004.4654,1017.6913,1
13:49:23:607,26,Blink,Fixation,7,50,0,0,1001.3745,1022.851,1
13:49:23:623,26,Blink,Fixation,7,50,0,0,997.8906,1026.6656,1
13:49:23:640,26,Blink,Fixation,7,50,0,0,998.4368,1030.0657,1
13:49:23:657,26,Blink,Fixation,7,50,0,0,993.9054,1038.3115,1
13:49:23:673,26,Blink,Fixation,7,50,0,0,991.1311,1035.5701,1
13:49:23:690,26,Blink,Fixation,7,50,0,0,991.0915,1037.5539,1
13:49:23:707,26,Blink,Fixation,7,50,0,0,986.2623,1041.9794,1
13:49:23:723,26,Blink,Fixation,7,50,0,0,984.4192,1043.6384,1
13:49:23:740,26,Blink,Fixation,7,50,0,0,983.0814,1043.2958,1
13:49:23:757,26,Blink,Fixation,7,50,0,0,981.5754,1045.0154,1
13:49:23:773,26,Blink,Fixation,7,50,0,0,980.8127,1046.188,1
13:49:23:790,26,Blink,Fixation,7,50,0,0,980.5439,1046.9609,1
13:49:23:807,26,Blink,Fixation,7,50,0,0,980.4187,1048.2808,1
13:49:23:824,26,Blink,Fixation,7,50,0,0,979.8646,1047.6292,1
13:49:23:840,26,Blink,Fixation,7,50,0,0,980.4188,1047.3675,1
13:49:23:857,26,Blink,Fixation,7,50,0,0,980.9764,1048.1919,1
13:49:23:874,26,Blink,Fixation,7,50,0,0,980.4694,1047.8942,1
13:49:23:890,26,Blink,Fixation,7,50,0,0,980.5441,1046.8455,1
13:49:23:907,26,Blink,Fixation,7,50,0,0,981.6149,1047.1533,1
13:49:23:924,26,Blink,Fixation,7,50,0,0,981.954,1045.2726,1
13:49:23:940,26,Blink,Fixation,7,50,0,0,981.7464,1046.5341,1
13:49:23:957,26,Blink,Fixation,7,50,0,0,981.6021,1045.0652,1
13:49:23:974,26,Blink,Fixation,7,50,0,0,981.9859,1044.0463,1
13:49:23:991,26,Blink,Fixation,7,50,0,0,984.0006,1038.924,1
13:49:24:007,26,Blink,Fixation,7,50,0,0,984.1592,1041.0946,1
13:49:24:024,26,Blink,Fixation,7,50,0,0,986.6188,1039.1384,1
13:49:24:041,26,Blink,Fixation,7,50,0,0,987.5888,1037.795,1
13:49:24:057,26,Blink,Fixation,7,50,0,0,987.9448,1038.9136,1
13:49:24:074,26,Blink,Fixation,7,50,0,0,991.0088,1036.8038,1
13:49:24:091,26,Blink,Fixation,7,50,0,0,990.0073,1035.8083,1
13:49:24:107,26,Blink,Fixation,7,50,0,0,990.0998,1037.129,1
13:49:24:124,26,Blink,Fixation,7,50,0,0,992.5255,1036.3602,1
13:49:24:141,26,Blink,Fixation,7,50,0,0,993.4174,1035.2342,1
13:49:24:157,26,Blink,Fixation,7,50,0,0,994.8278,1035.4511,1
13:49:24:174,26,Blink,Fixation,7,50,0,0,993.1502,1037.1009,1
13:49:24:191,26,Blink,Fixation,7,50,0,0,993.6793,1036.6556,1
13:49:24:208,26,Blink,Fixation,7,50,0,0,992.7828,1036.0411,1
13:49:24:224,26,Blink,Fixation,7,50,0,0,991.7822,1036.1963,1
13:49:24:241,26,Blink,Fixation,7,50,0,0,992.804,1036.7088,1
13:49:24:258,26,Blink,Fixation,7,50,0,0,991.4226,1038.1943,1
13:49:24:274,26,Blink,Fixation,7,50,0,0,992.222,1038.5788,1
13:49:24:291,26,Blink,Fixation,7,50,0,0,992.48,1038.2123,1
13:49:24:308,26,Blink,Fixation,7,50,0,0,991.6766,1037.1722,1
13:49:24:324,26,Blink,Fixation,7,50,0,0,991.8144,1037.759,1
13:49:24:341,26,Blink,Fixation,7,50,0,0,992.7949,1036.7353,1
13:49:24:358,26,Blink,Fixation,7,50,0,0,992.8468,1036.8969,1
13:49:24:374,26,Blink,Fixation,7,50,0,0,992.861,1036.9358,1
13:49:24:391,26,Blink,Fixation,7,50,0,0,991.8716,1036.9296,1
13:49:24:408,26,Blink,Fixation,7,50,0,0,993.3089,1036.2399,1
13:49:24:425,26,Blink,Fixation,7,50,0,0,991.8371,1036.5081,1
13:49:24:441,26,Blink,Saccade,7,45,0,0,987.0692,1033.5712,1
13:49:24:458,26,Blink,Saccade,7,45,0,0,819.8652,836.661,1
13:49:24:475,26,Blink,Saccade,7,45,0,0,659.8137,698.6103,1
13:49:24:491,26,Blink,Fixation,7,51,0,0,516.3185,552.8107,1
13:49:24:508,26,Blink,Fixation,7,51,0,0,490.284,520.4711,1
13:49:24:525,26,Blink,Fixation,7,51,0,0,471.4595,517.5559,1
13:49:24:541,26,Blink,Fixation,7,51,0,0,475.1175,525.3699,1
13:49:24:558,26,Blink,Fixation,7,51,0,0,472.3955,525.2219,1
13:49:24:575,26,Blink,Fixation,7,51,0,0,475.3275,517.6193,1
13:49:24:591,26,Blink,Fixation,7,51,0,0,476.0363,518.4923,1
13:49:24:608,26,Blink,Fixation,7,51,0,0,474.6287,517.5537,1
13:49:24:625,26,Blink,Fixation,7,51,0,0,473.4384,517.1934,1
13:49:24:642,26,Blink,Fixation,7,51,0,0,474.1715,515.6833,1
13:49:24:658,26,Blink,Fixation,7,51,0,0,473.2577,511.4151,1
13:49:24:675,26,Blink,Fixation,7,51,0,0,470.4839,510.3877,1
13:49:24:692,26,Blink,Fixation,7,51,0,0,471.2695,508.3852,1
13:49:24:708,26,Blink,Fixation,7,51,0,0,473.8479,509.1592,1
13:49:24:725,26,Blink,Fixation,7,51,0,0,472.4157,507.986,1
13:49:24:742,26,Blink,Fixation,7,51,0,0,473.3936,503.8072,1
13:49:24:758,26,Blink,Fixation,7,51,0,0,473.4069,506.8113,1
13:49:24:775,26,Blink,Fixation,7,51,0,0,472.0425,505.0362,1
13:49:24:792,26,Blink,Fixation,7,51,0,0,471.9246,504.8461,1
13:49:24:809,26,Blink,Fixation,7,51,0,0,472.5523,504.0792,1
13:49:24:825,26,Blink,Fixation,7,51,0,0,470.3287,505.1289,1
13:49:24:842,26,Blink,Fixation,7,51,0,0,470.6928,503.6057,1
13:49:24:859,26,Blink,Saccade,7,46,0,0,470.7855,502.9258,1
13:49:24:875,26,Blink,Saccade,7,46,0,0,479.2761,450.5747,1
13:49:24:892,26,Blink,Fixation,7,52,0,0,606.8549,259.2958,1
13:49:24:909,26,Blink,Fixation,7,52,0,0,617.2624,262.6777,1
13:49:24:925,26,Blink,Fixation,7,52,0,0,614.5585,252.2663,1
13:49:24:942,26,Blink,Fixation,7,52,0,0,618.109,252.276,1
13:49:24:959,26,Blink,Fixation,7,52,0,0,614.872,251.7414,1
13:49:24:975,26,Blink,Fixation,7,52,0,0,616.4712,251.121,1
13:49:24:992,26,Blink,Fixation,7,52,0,0,617.0506,248.9579,1
13:49:25:009,26,Blink,Fixation,7,52,0,0,615.437,252.3967,1
13:49:25:026,26,Blink,Fixation,7,52,0,0,616.4326,251.6458,1
13:49:25:042,26,Blink,Fixation,7,52,0,0,617.5375,250.1371,1
13:49:25:059,26,Blink,Fixation,7,52,0,0,617.8166,249.9012,1
13:49:25:076,26,Blink,Fixation,7,52,0,0,617.745,250.6818,1
13:49:25:092,26,Blink,Fixation,7,52,0,0,617.9333,249.6282,1
13:49:25:109,26,Blink,Fixation,7,52,0,0,617.5,249.8945,1
13:49:25:126,26,Blink,Fixation,7,52,0,0,616.5304,251.6371,1
13:49:25:142,26,Blink,Fixation,7,52,0,0,615.4007,252.3875,1
13:49:25:159,26,Blink,Fixation,7,52,0,0,615.0145,252.6765,1
13:49:25:176,26,Blink,Fixation,7,52,0,0,613.949,257.4686,1
13:49:25:193,26,Blink,Fixation,7,52,0,0,612.3652,257.6813,1
13:49:25:209,26,Blink,Fixation,7,52,0,0,611.1367,259.4943,1
13:49:25:226,26,Blink,Fixation,7,52,0,0,609.1345,262.2052,1
13:49:25:243,26,Blink,Fixation,7,52,0,0,608.2099,268.0385,1
13:49:25:259,26,Blink,Fixation,7,52,0,0,607.8676,272.6184,1
13:49:25:276,26,Blink,Fixation,7,52,0,0,607.5474,274.9828,1
13:49:25:293,26,Blink,Fixation,7,52,0,0,608.8791,276.1812,1
13:49:25:309,26,Blink,Fixation,7,52,0,0,608.6457,279.9762,1
13:49:25:326,26,Blink,Fixation,7,52,0,0,609.678,283.2646,1
13:49:25:343,26,Blink,Fixation,7,52,0,0,609.525,284.306,1
13:49:25:359,26,Blink,Fixation,7,52,0,0,610.7209,285.022,1
13:49:25:376,26,Blink,Fixation,7,52,0,0,610.615,285.9497,1
13:49:25:393,26,Blink,Fixation,7,52,0,0,611.0541,285.732,1
13:49:25:410,26,Blink,Fixation,7,52,0,0,610.5471,285.2925,1
13:49:25:426,26,Blink,Fixation,7,52,0,0,609.8077,283.4169,1
13:49:25:443,26,Blink,Fixation,7,52,0,0,611.4262,281.198,1
13:49:25:460,26,Blink,Fixation,7,52,0,0,611.3847,280.9971,1
13:49:25:476,26,Blink,Fixation,7,52,0,0,610.3206,278.9621,1
13:49:25:493,26,Blink,Fixation,7,52,0,0,609.3661,278.3046,1
13:49:25:510,26,Blink,Fixation,7,52,0,0,610.4613,276.6938,1
13:49:25:526,26,Blink,Fixation,7,52,0,0,608.0385,275.5741,1
13:49:25:543,26,Blink,Fixation,7,52,0,0,607.3667,276.4738,1
13:49:25:560,26,Blink,Fixation,7,52,0,0,607.6731,279.3092,1
13:49:25:577,26,Blink,Fixation,7,52,0,0,606.4184,280.1248,1
13:49:25:593,26,Blink,Fixation,7,52,0,0,609.3899,279.2636,1
13:49:25:610,26,Blink,Fixation,7,52,0,0,607.4565,284.996,1
13:49:25:627,26,Blink,Fixation,7,52,0,0,608.9363,288.1108,1
13:49:25:643,26,Blink,Fixation,7,52,0,0,607.8816,286.3744,1
13:49:25:660,26,Blink,Fixation,7,52,0,0,608.3299,291.3871,1
13:49:25:677,26,Blink,Fixation,7,52,0,0,608.9326,293.4561,1
13:49:25:693,26,Blink,Fixation,7,52,0,0,607.8344,293.643,1
13:49:25:710,26,Blink,Fixation,7,52,0,0,608.6469,295.624,1
13:49:25:727,26,Blink,Fixation,7,52,0,0,607.148,296.9972,1
13:49:25:744,26,Blink,Fixation,7,52,0,0,607.3363,296.78,1
13:49:25:760,26,Blink,Fixation,7,52,0,0,609.0742,298.9872,1
13:49:25:777,26,Blink,Fixation,7,52,0,0,606.0967,300.5649,1
13:49:25:794,26,Blink,Fixation,7,52,0,0,606.3166,302.613,1
13:49:25:810,26,Blink,Fixation,7,52,0,0,606.7632,302.7148,1
13:49:25:827,26,Blink,Fixation,7,52,0,0,607.5135,303.7585,1
13:49:25:844,26,Blink,Fixation,7,52,0,0,608.2049,303.1915,1
13:49:25:860,26,Blink,Saccade,7,47,0,0,606.3755,303.7618,1
13:49:25:877,26,Blink,Saccade,7,47,0,0,493.0268,388.8374,1
13:49:25:894,26,Blink,Fixation,7,53,0,0,404.5506,484.2272,1
13:49:25:910,26,Blink,Fixation,7,53,0,0,403.4408,472.5468,1
13:49:25:927,26,Blink,Fixation,7,53,0,0,390.2916,486.6055,1
13:49:25:944,26,Blink,Fixation,7,53,0,0,393.8562,487.0985,1
13:49:25:961,26,Blink,Fixation,7,53,0,0,403.1798,486.4698,1
13:49:25:977,26,Blink,Fixation,7,53,0,0,400.5377,488.5754,1
13:49:25:994,26,Blink,Fixation,7,53,0,0,395.8422,489.4318,1
13:49:26:011,26,Blink,Fixation,7,53,0,0,396.4522,489.8211,1
13:49:26:027,26,Blink,Fixation,7,53,0,0,396.2857,490.4212,1
13:49:26:044,26,Blink,Fixation,7,53,0,0,401.0531,490.2982,1
13:49:26:061,26,Blink,Fixation,7,53,0,0,399.2023,490.7304,1
13:49:26:077,26,Blink,Fixation,7,53,0,0,398.9161,492.255,1
13:49:26:094,26,Blink,Fixation,7,53,0,0,398.6012,493.7545,1
13:49:26:111,26,Blink,Fixation,7,53,0,0,398.9628,491.4241,1
13:49:26:128,26,Blink,Fixation,7,53,0,0,399.2052,492.1057,1
13:49:26:144,26,Blink,Fixation,7,53,0,0,398.0487,494.0409,1
13:49:26:161,26,Blink,Fixation,7,53,0,0,398.5272,493.6213,1
13:49:26:178,26,Blink,Fixation,7,53,0,0,399.5681,492.2213,1
13:49:26:194,26,Blink,Fixation,7,53,0,0,399.832,491.1508,1
13:49:26:211,26,Blink,Fixation,7,53,0,0,397.8894,492.8579,1
13:49:26:228,26,Blink,Fixation,7,53,0,0,397.0534,491.844,1
13:49:26:244,26,Blink,Fixation,7,53,0,0,397.1307,490.8148,1
13:49:26:261,26,Blink,Fixation,7,53,0,0,398.106,490.8494,1
13:49:26:278,26,Blink,Fixation,7,53,0,0,398.8827,490.4828,1
13:49:26:294,26,Blink,Fixation,7,53,0,0,402.3432,491.4211,1
13:49:26:311,26,Blink,Fixation,7,53,0,0,403.1689,491.1278,1
13:49:26:328,26,Blink,Fixation,7,53,0,0,402.8436,489.056,1
13:49:26:345,26,Blink,Fixation,7,53,0,0,402.3405,487.5658,1
13:49:26:361,26,Blink,Fixation,7,53,0,0,403.2818,488.8454,1
13:49:26:378,26,Blink,Fixation,7,53,0,0,404.6734,490.7149,1
13:49:26:395,26,Blink,Fixation,7,53,0,0,405.847,488.1776,1
13:49:26:411,26,Blink,Fixation,7,53,0,0,407.7074,489.0121,1
13:49:26:428,26,Blink,Fixation,7,53,0,0,407.421,490.8187,1
13:49:26:445,26,Blink,Fixation,7,53,0,0,407.5736,489.361,1
13:49:26:461,26,Blink,Fixation,7,53,0,0,407.4156,486.7925,1
13:49:26:478,26,Blink,Fixation,7,53,0,0,406.4205,487.1316,1
13:49:26:495,26,Blink,Fixation,7,53,0,0,406.1124,486.5135,1
13:49:26:511,26,Blink,Fixation,7,53,0,0,407.2736,488.1461,1
13:49:26:528,26,Blink,Fixation,7,53,0,0,407.7004,488.428,1
13:49:26:545,26,Blink,Fixation,7,53,0,0,407.8846,487.595,1
13:49:26:562,26,Blink,Fixation,7,53,0,0,407.7264,486.4223,1
13:49:26:578,26,Blink,Fixation,7,53,0,0,408.1628,487.3938,1
13:49:26:595,26,Blink,Fixation,7,53,0,0,407.641,486.5738,1
13:49:26:612,26,Blink,Fixation,7,53,0,0,407.9217,486.3652,1
13:49:26:628,26,Blink,Fixation,7,53,0,0,407.2113,485.9363,1
13:49:26:645,26,Blink,Fixation,7,53,0,0,407.3172,486.7213,1
13:49:26:662,26,Blink,Fixation,7,53,0,0,407.1384,486.2497,1
13:49:26:678,26,Blink,Fixation,7,53,0,0,408.0702,485.7174,1
13:49:26:695,26,Blink,Fixation,7,53,0,0,407.5247,484.3803,1
13:49:26:712,26,Blink,Fixation,7,53,0,0,406.4123,483.4696,1
13:49:26:729,26,Blink,Fixation,7,53,0,0,405.0744,483.3057,1
13:49:26:745,26,Blink,Fixation,7,53,0,0,405.0093,482.939,1
13:49:26:762,26,Blink,Fixation,7,53,0,0,404.4483,482.9561,1
13:49:26:779,26,Blink,Fixation,7,53,0,0,403.1578,482.849,1
13:49:26:795,26,Blink,Fixation,7,53,0,0,404.6397,481.8518,1
13:49:26:812,26,Blink,Saccade,7,48,0,0,404.92,482.4033,1
13:49:26:829,26,Blink,Saccade,7,48,0,0,454.3427,641.2445,1
13:49:26:845,26,Blink,Fixation,7,54,0,0,495.8952,670.0944,1
13:49:26:862,26,Blink,Fixation,7,54,0,0,502.3383,701.5261,1
13:49:26:879,26,Blink,Fixation,7,54,0,0,516.0123,703.1634,1
13:49:26:895,26,Blink,Fixation,7,54,0,0,511.4455,705.6704,1
13:49:26:912,26,Blink,Fixation,7,54,0,0,518.8955,703.1968,1
13:49:26:929,26,Blink,Fixation,7,54,0,0,515.1887,704.4101,1
13:49:26:946,26,Blink,Fixation,7,54,0,0,517.3311,706.9196,1
13:49:26:962,26,Blink,Fixation,7,54,0,0,521.0683,704.4839,1
13:49:26:979,26,Blink,Fixation,7,54,0,0,519.6215,707.4868,1
13:49:26:996,26,Blink,Fixation,7,54,0,0,519.3161,709.5152,1
13:49:27:012,26,Blink,Fixation,7,54,0,0,521.0958,709.6932,1
13:49:27:029,26,Blink,Fixation,7,54,0,0,522.9496,711.937,1
13:49:27:046,26,Blink,Fixation,7,54,0,0,523.3171,712.4471,1
13:49:27:062,26,Blink,Fixation,7,54,0,0,521.8257,712.388,1
13:49:27:079,26,Blink,Fixation,7,54,0,0,522.4817,713.9039,1
13:49:27:096,26,Blink,Saccade,7,49,0,0,524.4478,718.3699,1
13:49:27:112,26,Blink,Fixation,7,55,0,0,556.3393,723.8442,1
13:49:27:129,26,Blink,Fixation,7,55,0,0,577.7418,730.5475,1
13:49:27:146,26,Blink,Fixation,7,55,0,0,572.2133,740.9253,1
13:49:27:163,26,Blink,Fixation,7,55,0,0,582.9804,746.5767,1
13:49:27:179,26,Blink,Fixation,7,55,0,0,583.026,752.8002,1
13:49:27:196,26,Blink,Fixation,7,55,0,0,587.2009,759.1332,1
