Time of Day [h:m:s:ms],Participant,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Class
13:42:19:409,59,Separator,Separator,1,1,-,-,-,-,0
13:42:19:425,59,-,-,-,-,442.0369,649.1912,0,0,0
13:42:19:443,59,-,-,-,-,0,0,758.4428,672.9454,0
13:42:19:460,59,-,Blink,-,1,0,0,0,0,0
13:42:19:477,59,Fixation,Blink,1,1,453.5105,770.2014,0,0,0
13:42:19:494,59,Fixation,Blink,1,1,0,0,0,0,0
13:42:19:511,59,Fixation,Blink,1,1,464.1608,771.3055,0,0,0
13:42:19:527,59,Fixation,Blink,1,1,0,0,0,0,0
13:42:19:544,59,Fixation,Blink,1,1,465.6809,772.5328,0,0,0
13:42:19:561,59,Fixation,Blink,1,1,468.2251,769.9263,0,0,0
13:42:19:578,59,Fixation,Blink,1,1,473.0775,764.5215,0,0,0
13:42:19:595,59,Fixation,Blink,1,1,474.4467,770.2125,0,0,0
13:42:19:612,59,Fixation,Blink,1,1,476.0952,693.9275,0,0,0
13:42:19:629,59,Saccade,Blink,1,1,475.6167,765.0586,0,0,0
13:42:19:645,59,Saccade,Blink,1,1,508.3621,542.3348,0,0,0
13:42:19:662,59,Fixation,Blink,2,1,579.1862,458.9911,0,0,0
13:42:19:679,59,Fixation,Blink,2,1,573.0966,453.301,0,0,0
13:42:19:696,59,Fixation,Blink,2,1,577.2418,429.6771,0,0,0
13:42:19:713,59,Fixation,Blink,2,1,581.4485,427.3585,0,0,0
13:42:19:730,59,Fixation,Blink,2,1,584.8074,426.2836,0,0,0
13:42:19:747,59,Fixation,Blink,2,1,570.0482,442.709,0,0,0
13:42:19:764,59,Fixation,Blink,2,1,582.9305,427.0677,0,0,0
13:42:19:780,59,Fixation,Blink,2,1,583.5628,428.9199,0,0,0
13:42:19:797,59,Fixation,Blink,2,1,0,0,854.9128,404.5863,0
13:42:19:814,59,Fixation,Blink,2,2,591.8278,428.4753,0,0,0
13:42:19:831,59,Fixation,Blink,2,2,0,0,0,0,0
13:42:19:848,59,Fixation,Blink,2,2,588.3176,426.9233,0,0,0
13:42:19:865,59,Fixation,Blink,2,2,0,0,0,0,0
13:42:19:882,59,Fixation,Blink,2,2,584.2845,419.5923,0,0,0
13:42:19:898,59,Fixation,Fixation,2,1,584.2384,422.3089,641.6415,478.664,0
13:42:19:915,59,Fixation,Fixation,2,1,581.8376,417.6286,0,0,0
13:42:19:932,59,Fixation,Fixation,2,1,582.3839,416.9683,647.2216,477.4441,0
13:42:19:949,59,Fixation,Fixation,2,1,582.7649,417.4864,0,0,0
13:42:19:966,59,Fixation,Fixation,2,1,577.5796,409.9474,646.542,496.9026,0
13:42:19:983,59,Fixation,Fixation,2,1,577.6565,410.326,649.3116,484.1271,0
13:42:20:000,59,Fixation,Fixation,2,1,576.9944,407.4826,650.5858,484.7186,0
13:42:20:017,59,Fixation,Fixation,2,1,576.6869,403.2891,654.5583,490.1704,0
13:42:20:033,59,Fixation,Fixation,2,1,574.9805,401.5222,653.8256,483.7963,0
13:42:20:050,59,Fixation,Fixation,2,1,573.4511,400.8839,655.5176,484.5746,0
13:42:20:067,59,Fixation,Blink,2,3,575.8129,401.2484,0,0,0
13:42:20:084,59,Fixation,Blink,2,3,577.3224,398.4231,0,0,0
13:42:20:101,59,Fixation,Blink,2,3,577.2893,398.7044,0,0,0
13:42:20:118,59,Fixation,Blink,2,3,577.552,396.9259,0,0,0
13:42:20:135,59,Fixation,Blink,2,3,578.3215,396.0271,0,0,0
13:42:20:152,59,Fixation,Blink,2,3,579.4427,396.7645,0,0,0
13:42:20:168,59,Fixation,Blink,2,3,580.1709,397.9409,0,0,0
13:42:20:185,59,Saccade,Blink,2,3,577.0532,399.8578,0,0,0
13:42:20:202,59,Blink,Blink,1,3,328.5172,716.4231,0,0,0
13:42:20:219,59,Blink,Blink,1,3,0,0,0,0,0
13:42:20:236,59,Blink,Blink,1,3,0,0,0,0,0
13:42:20:253,59,Blink,Blink,1,3,0,0,0,0,0
13:42:20:270,59,Blink,Blink,1,3,0,0,0,0,0
13:42:20:287,59,Fixation,Blink,3,3,575.3903,397.0686,0,0,0
13:42:20:303,59,Fixation,Blink,3,3,578.2396,398.3607,801.8067,492.3558,0
13:42:20:320,59,Fixation,-,3,-,575.3391,398.1197,627.037,489.8674,0
13:42:20:337,59,Fixation,Blink,3,4,0,0,0,0,0
13:42:20:354,59,Fixation,Blink,3,4,572.8035,398.8496,0,0,0
13:42:20:371,59,Fixation,Blink,3,4,573.2541,399.9989,0,0,0
13:42:20:388,59,Fixation,Blink,3,4,573.0523,397.5907,0,0,0
13:42:20:404,59,Fixation,Blink,3,4,572.4938,399.5044,0,0,0
13:42:20:421,59,Fixation,Blink,3,4,572.4063,400.4886,0,0,0
13:42:20:438,59,Fixation,Blink,3,4,573.6818,398.6406,0,0,0
13:42:20:454,59,Fixation,Blink,3,4,576.2066,396.5367,0,0,0
13:42:20:471,59,Fixation,Blink,3,4,575.834,396.2036,0,0,0
13:42:20:488,59,Fixation,Blink,3,4,577.1333,397.3191,0,0,0
13:42:20:505,59,Fixation,Blink,3,4,576.8777,397.4181,0,0,0
13:42:20:521,59,Fixation,Blink,3,4,575.9478,397.871,0,0,0
13:42:20:538,59,Fixation,Blink,3,4,578.4197,397.5466,0,0,0
13:42:20:555,59,Fixation,Blink,3,4,578.8042,397.5718,0,0,0
13:42:20:571,59,Fixation,Blink,3,4,577.9368,398.1374,0,0,0
13:42:20:588,59,Fixation,Blink,3,4,577.0097,398.086,0,0,0
13:42:20:605,59,Fixation,Blink,3,4,574.2073,396.9171,0,0,0
13:42:20:621,59,Fixation,Blink,3,4,573.544,397.3093,0,0,0
13:42:20:638,59,Fixation,Blink,3,4,575.2239,398.0026,0,0,0
13:42:20:655,59,Fixation,Blink,3,4,575.0816,398.4505,0,0,0
13:42:20:671,59,Fixation,Blink,3,4,576.2762,398.3181,0,0,0
13:42:20:688,59,Fixation,Blink,3,4,576.4365,397.066,0,0,0
13:42:20:705,59,Fixation,Blink,3,4,576.805,398.2064,0,0,0
13:42:20:722,59,Fixation,Blink,3,4,575.0321,398.1044,0,0,0
13:42:20:738,59,Fixation,Blink,3,4,575.3676,398.6363,0,0,0
13:42:20:755,59,Fixation,Blink,3,4,576.9816,399.5678,0,0,0
13:42:20:772,59,Fixation,Fixation,3,2,575.8021,400.9566,642.1047,482.2198,0
13:42:20:788,59,Fixation,Fixation,3,2,577.7731,401.7728,646.4756,480.513,0
13:42:20:805,59,Fixation,Fixation,3,2,577.5298,403.1759,643.5393,476.5945,0
13:42:20:822,59,Fixation,Fixation,3,2,575.5545,402.5223,643.4283,472.988,0
13:42:20:838,59,Fixation,Fixation,3,2,575.8076,403.4902,644.9046,469.9051,0
13:42:20:855,59,Fixation,Fixation,3,2,575.7191,403.7567,642.6309,468.2955,0
13:42:20:872,59,Fixation,Fixation,3,2,573.8061,404.5414,642.0133,464.57,0
13:42:20:888,59,Fixation,Fixation,3,2,574.5605,404.3077,641.3683,463.0015,0
13:42:20:905,59,Fixation,Fixation,3,2,0,0,0,0,0
13:42:20:922,59,Fixation,Fixation,3,2,576.3657,403.5483,638.9541,456.2389,0
13:42:20:939,59,Fixation,Fixation,3,2,575.4972,403.3423,642.2894,454.1772,0
13:42:20:955,59,Fixation,Fixation,3,2,575.2061,401.7669,644.7085,451.9822,0
13:42:20:972,59,Fixation,Fixation,3,2,576.9247,399.5042,645.6487,451.7511,0
13:42:20:989,59,Fixation,Fixation,3,2,576.5062,397.3099,646.5722,448.3366,0
13:42:21:005,59,Fixation,Fixation,3,2,578.5258,394.5752,646.3726,448.9948,0
13:42:21:022,59,Fixation,Fixation,3,2,579.6252,393.6616,646.1566,445.7116,0
13:42:21:039,59,Fixation,Fixation,3,2,578.5261,387.3544,647.1293,443.7194,0
13:42:21:055,59,Fixation,Fixation,3,2,578.7811,381.6545,647.9449,440.621,0
13:42:21:072,59,Fixation,Fixation,3,2,579.8333,383.6536,648.5505,437.7295,0
13:42:21:089,59,Fixation,Fixation,3,2,578.7243,375.1336,648.5037,435.0027,0
13:42:21:106,59,Fixation,Fixation,3,2,578.4575,376.3851,649.8935,432.7755,0
13:42:21:122,59,Fixation,Fixation,3,2,579.9571,370.6191,649.8099,432.6278,0
13:42:21:139,59,Fixation,Fixation,3,2,580.0365,369.4747,649.2707,429.9663,0
13:42:21:156,59,Fixation,Fixation,3,2,580.1006,365.4353,648.7183,427.5576,0
13:42:21:172,59,Fixation,Fixation,3,2,0,0,0,0,0
13:42:21:189,59,Fixation,Fixation,3,2,580.5666,362.7501,649.5429,424.6609,0
13:42:21:206,59,Fixation,Fixation,3,2,580.5981,359.5367,650.8109,421.2704,0
13:42:21:222,59,Fixation,Fixation,3,2,579.9625,357.2695,649.0545,419.5285,0
13:42:21:239,59,Fixation,Fixation,3,2,581.932,356.0094,648.6516,418.0272,0
13:42:21:256,59,Fixation,Fixation,3,2,582.8692,357.4308,646.9108,417.2002,0
13:42:21:273,59,Fixation,Fixation,3,2,583.5342,355.4984,647.12,415.4815,0
13:42:21:289,59,Fixation,Fixation,3,2,584.1966,357.962,646.4621,415.3121,0
13:42:21:306,59,Fixation,Fixation,3,2,584.829,357.1422,646.5623,415.0569,0
13:42:21:323,59,Fixation,Fixation,3,2,586.0176,358.8716,644.2152,414.16,0
13:42:21:339,59,Fixation,Fixation,3,2,585.5169,359.7542,644.2026,413.7008,0
13:42:21:356,59,Fixation,Fixation,3,2,586.0535,363.8348,643.3708,412.8637,0
13:42:21:373,59,Fixation,Fixation,3,2,586.6961,365.1546,643.0597,412.3596,0
13:42:21:389,59,Fixation,Fixation,3,2,587.9469,369.2653,640.9123,412.2671,0
13:42:21:406,59,Fixation,Fixation,3,2,588.45,372.3019,640.4775,411.9593,0
13:42:21:423,59,Fixation,Fixation,3,2,588.9382,375.487,641.1049,411.6325,0
13:42:21:440,59,Fixation,Fixation,3,2,587.774,376.4827,640.4136,411.1069,0
13:42:21:456,59,Fixation,Fixation,3,2,588.2479,380.8787,639.0361,411.5363,0
13:42:21:473,59,Fixation,Fixation,3,2,588.7877,386.409,639.0981,411.5493,0
13:42:21:490,59,Fixation,Fixation,3,2,588.6327,388.4911,639.0965,411.127,0
13:42:21:506,59,Fixation,Fixation,3,2,586.9922,389.959,640.2175,411.0395,0
13:42:21:523,59,Fixation,Fixation,3,2,588.4634,393.2477,640.8088,412.0636,0
13:42:21:540,59,Fixation,Fixation,3,2,587.0063,396.2146,641.371,413.1413,0
13:42:21:556,59,Fixation,Fixation,3,2,587.4698,399.3292,642.2144,413.9336,0
13:42:21:573,59,Fixation,Fixation,3,2,587.8245,402.1043,641.8335,415.7169,0
13:42:21:590,59,Fixation,Fixation,3,2,589.063,403.2318,641.8643,417.7369,0
13:42:21:607,59,Fixation,Fixation,3,2,589.5812,406.3162,641.4909,420.2009,0
13:42:21:623,59,Fixation,Fixation,3,2,589.2632,408.1906,642.9161,422.0128,0
13:42:21:640,59,Fixation,Fixation,3,2,591.2355,411.7221,643.8335,425.893,0
13:42:21:657,59,Fixation,Fixation,3,2,592.5558,414.3162,642.9175,428.4392,0
13:42:21:673,59,Fixation,Fixation,3,2,591.6369,416.505,642.8806,430.9485,0
13:42:21:690,59,Fixation,Fixation,3,2,593.2262,420.7936,642.7045,432.9562,0
13:42:21:707,59,Fixation,Fixation,3,2,594.3427,424.0946,642.155,434.4305,0
13:42:21:723,59,Fixation,Fixation,3,2,594.9456,427.5348,641.8557,438.1359,0
13:42:21:740,59,Fixation,Fixation,3,2,594.8722,433.6027,641.0614,439.6078,0
13:42:21:757,59,Fixation,Fixation,3,2,595.7685,437.1523,642.2783,441.4502,0
13:42:21:774,59,Fixation,Fixation,3,2,595.7983,440.5177,643.7175,442.9862,0
13:42:21:790,59,Fixation,Fixation,3,2,597.172,442.7588,643.5272,444.7848,0
13:42:21:807,59,Fixation,Fixation,3,2,597.6998,446.3858,643.8727,445.9607,0
13:42:21:824,59,Fixation,Fixation,3,2,595.9511,449.1539,642.0095,446.7696,0
13:42:21:840,59,Fixation,Fixation,3,2,597.4643,451.4053,642.3506,447.4089,0
13:42:21:857,59,Fixation,Fixation,3,2,598.3041,453.0679,641.3168,448.4409,0
13:42:21:874,59,Fixation,Fixation,3,2,598.4441,452.7997,640.6358,448.4378,0
13:42:21:890,59,Fixation,Fixation,3,2,598.8605,453.799,638.7262,449.2426,0
13:42:21:907,59,Fixation,Fixation,3,2,599.7617,455.1208,637.7471,448.4887,0
13:42:21:924,59,Saccade,Fixation,3,2,600.3037,455.9103,638.671,447.8886,0
13:42:21:941,59,Fixation,Fixation,4,2,601.3301,457.9124,638.0113,446.8568,0
13:42:21:957,59,Fixation,Fixation,4,2,601.4197,458.3142,637.0724,446.6975,0
13:42:21:974,59,Fixation,Fixation,4,2,600.5116,458.5239,637.0595,446.2867,0
13:42:21:991,59,Fixation,Fixation,4,2,600.7857,457.6972,636.0793,445.3731,0
13:42:22:007,59,Fixation,Fixation,4,2,601.9927,458.3013,637.0692,445.0443,0
13:42:22:024,59,Fixation,Fixation,4,2,600.4708,457.5793,636.653,444.6913,0
13:42:22:041,59,Fixation,Fixation,4,2,599.6895,457.8273,636.3432,444.4918,0
13:42:22:057,59,Fixation,Fixation,4,2,598.8009,457.9457,636.2081,444.9619,0
13:42:22:074,59,Fixation,Fixation,4,2,598.409,457.9146,636.2434,444.9253,0
13:42:22:091,59,Fixation,Fixation,4,2,597.5261,457.2149,636.5425,444.7466,0
13:42:22:107,59,Fixation,Fixation,4,2,596.1323,455.1448,635.9288,446.3693,0
13:42:22:124,59,Fixation,Fixation,4,2,594.3324,453.7722,634.2079,447.2336,0
13:42:22:141,59,Fixation,Fixation,4,2,593.1977,451.3531,634.4346,447.1199,0
13:42:22:158,59,Fixation,Fixation,4,2,592.5982,450.6019,632.1325,446.9294,0
13:42:22:174,59,Blink,Blink,2,5,0,0,0,0,0
13:42:22:191,59,Blink,Blink,2,5,0,0,0,0,0
13:42:22:208,59,Blink,Blink,2,5,0,0,0,0,0
13:42:22:224,59,Blink,Blink,2,5,0,0,0,0,0
13:42:22:241,59,Blink,Blink,2,5,0,0,0,0,0
13:42:22:258,59,Fixation,Blink,5,5,592.5542,442.5897,0,0,0
13:42:22:274,59,Fixation,Fixation,5,3,591.3961,442.867,632.8642,447.4648,0
13:42:22:291,59,Fixation,Fixation,5,3,592.3134,437.278,631.8223,445.9084,0
13:42:22:308,59,Fixation,Fixation,5,3,592.2691,436.8872,631.5765,444.697,0
13:42:22:324,59,Fixation,Fixation,5,3,592.4083,433.9171,631.2356,444.3112,0
13:42:22:341,59,Fixation,Fixation,5,3,592.5478,433.4097,632.2036,443.0665,0
13:42:22:358,59,Fixation,Fixation,5,3,593.3798,431.7724,632.9034,441.9075,0
13:42:22:375,59,Fixation,Fixation,5,3,592.7952,429.6365,632.7172,441.9338,0
13:42:22:391,59,Fixation,Fixation,5,3,594.5831,429.1409,633.2458,440.4413,0
13:42:22:408,59,Fixation,Fixation,5,3,594.6931,428.753,634.7787,439.9026,0
13:42:22:425,59,Fixation,Fixation,5,3,594.0583,428.0843,636.1918,439.3545,0
13:42:22:441,59,Fixation,Fixation,5,3,594.58,429.6198,637.5362,439.2837,0
13:42:22:458,59,Fixation,Fixation,5,3,594.8754,430.0449,637.6119,438.774,0
13:42:22:475,59,Fixation,Fixation,5,3,594.2613,430.8036,639.2173,438.8189,0
13:42:22:491,59,Fixation,Fixation,5,3,595.4074,431.0533,640.706,440.1788,0
13:42:22:508,59,Fixation,Fixation,5,3,595.7121,432.6344,641.5565,439.7774,0
13:42:22:525,59,Fixation,Fixation,5,3,595.1941,432.4866,642.0294,440.0765,0
13:42:22:541,59,Fixation,Fixation,5,3,594.3442,433.7616,642.5665,440.1949,0
13:42:22:558,59,Fixation,Fixation,5,3,594.7766,434.9831,643.1686,440.7169,0
13:42:22:575,59,Fixation,Fixation,5,3,594.546,435.5997,642.8765,441.2972,0
13:42:22:591,59,Fixation,Fixation,5,3,594.5722,434.7651,642.5885,441.2267,0
13:42:22:608,59,Fixation,Fixation,5,3,595.6537,435.0111,640.9969,441.49,0
13:42:22:625,59,Fixation,Fixation,5,3,594.7887,435.9136,640.2614,442.0361,0
13:42:22:642,59,Fixation,Fixation,5,3,593.7456,437.3043,639.1176,442.7295,0
13:42:22:658,59,Fixation,Fixation,5,3,593.4804,437.2702,638.9713,442.5241,0
13:42:22:675,59,Fixation,Fixation,5,3,592.1122,437.7593,636.6893,441.6034,0
13:42:22:692,59,Fixation,Fixation,5,3,590.524,438.3236,636.5115,440.9898,0
13:42:22:708,59,Fixation,Fixation,5,3,590.1751,437.89,635.7727,440.4678,0
13:42:22:725,59,Fixation,Fixation,5,3,588.9918,437.9454,634.0735,439.1437,0
13:42:22:742,59,Fixation,Fixation,5,3,588.1303,436.9149,633.3823,437.8881,0
13:42:22:758,59,Fixation,Fixation,5,3,586.6118,436.5887,633.4701,436.5381,0
13:42:22:775,59,Fixation,Fixation,5,3,0,0,0,0,0
13:42:22:792,59,Fixation,Fixation,5,3,586.0789,437.2095,633.5366,435.3643,0
13:42:22:808,59,Fixation,Fixation,5,3,585.4146,438.0433,633.9661,434.5484,0
13:42:22:825,59,Fixation,Fixation,5,3,586.4336,438.1541,633.0844,434.284,0
13:42:22:842,59,Fixation,Fixation,5,3,586.005,437.4908,632.5098,432.9495,0
13:42:22:859,59,Fixation,Fixation,5,3,585.6152,437.9908,630.7275,432.6126,0
13:42:22:875,59,Fixation,Fixation,5,3,586.0078,439.1804,631.2283,432.3108,0
13:42:22:892,59,Fixation,Fixation,5,3,585.9009,439.745,629.7387,431.816,0
13:42:22:909,59,Fixation,Fixation,5,3,585.417,440.8699,629.2084,431.9379,0
13:42:22:925,59,Fixation,Fixation,5,3,586.1867,442.1323,629.1903,432.688,0
13:42:22:942,59,Fixation,Fixation,5,3,586.8632,442.792,628.6023,433.0456,0
13:42:22:959,59,Fixation,Fixation,5,3,587.5703,441.8762,627.9139,433.2213,0
13:42:22:975,59,Fixation,Fixation,5,3,587.4449,443.2687,627.765,433.145,0
13:42:22:992,59,Saccade,Saccade,4,1,587.8538,442.4577,625.7878,433.9511,0
13:42:23:009,59,Saccade,Saccade,4,1,440.7448,437.584,439.7934,425.6805,0
13:42:23:025,59,Saccade,Saccade,4,1,274.402,420.3116,266.5321,404.2861,0
13:42:23:042,59,Fixation,Fixation,6,4,164.0216,382.3416,177.4133,381.5548,0
13:42:23:059,59,Fixation,Fixation,6,4,162.7138,379.8758,160.1067,373.217,0
13:42:23:076,59,Fixation,Fixation,6,4,148.3268,384.0122,162.184,367.935,0
13:42:23:092,59,Fixation,Fixation,6,4,152.3784,372.3812,163.1746,363.7755,0
13:42:23:109,59,Fixation,Fixation,6,4,152.0735,367.2314,163.7273,360.8972,0
13:42:23:126,59,Fixation,Fixation,6,4,151.395,365.7828,164.0066,358.3241,0
13:42:23:142,59,Fixation,Fixation,6,4,152.5958,368.6022,163.4009,355.5539,0
13:42:23:159,59,Fixation,Fixation,6,4,151.897,361.6953,163.632,355.1344,0
13:42:23:176,59,Fixation,Fixation,6,4,151.8207,361.0568,163.4417,354.2328,0
13:42:23:192,59,Fixation,Fixation,6,4,152.7312,359.2458,163.6991,351.3513,0
13:42:23:209,59,Fixation,Fixation,6,4,153.629,358.9184,162.4272,348.8974,0
13:42:23:226,59,Fixation,Fixation,6,4,152.1319,358.9946,162.0523,347.4466,0
13:42:23:243,59,Fixation,Fixation,6,4,152.707,356.984,162.328,346.9441,0
13:42:23:259,59,Fixation,Fixation,6,4,154.3303,355.1486,162.7634,345.603,0
13:42:23:276,59,Fixation,Fixation,6,4,156.7925,354.9056,162.7013,344.9839,0
13:42:23:293,59,Fixation,Fixation,6,4,158.3092,356.1352,162.6541,344.0775,0
13:42:23:309,59,Fixation,Fixation,6,4,158.0203,388.986,162.656,380.7767,0
13:42:23:326,59,Fixation,Fixation,6,4,159.6112,402.121,162.8319,377.0025,0
13:42:23:343,59,Fixation,Fixation,6,4,159.0593,427.0854,162.5514,395.7937,0
13:42:23:359,59,Fixation,Fixation,6,4,161.3694,429.6182,162.5519,398.6943,0
13:42:23:376,59,Saccade,Fixation,5,4,160.5689,429.3689,162.3625,404.9177,0
13:42:23:393,59,Fixation,Fixation,7,4,161.044,431.8621,162.3163,403.0595,0
13:42:23:409,59,Fixation,Fixation,7,4,160.8932,430.7763,161.9744,404.6862,0
13:42:23:426,59,Fixation,Fixation,7,4,161.7358,434.5648,162.0228,406.9378,0
13:42:23:443,59,Fixation,Fixation,7,4,159.9312,433,161.7285,407.5147,0
13:42:23:460,59,Fixation,Fixation,7,4,159.2919,433.8402,161.9771,408.8979,0
13:42:23:476,59,Fixation,Fixation,7,4,157.6987,435.6119,161.0039,409.6029,0
13:42:23:493,59,Fixation,Fixation,7,4,156.7454,437.6954,160.2753,412.0149,0
13:42:23:510,59,Fixation,Fixation,7,4,155.0659,439.0954,159.4844,413.6303,0
13:42:23:526,59,Fixation,Fixation,7,4,153.8691,440.3811,157.9254,416.3643,0
13:42:23:543,59,Fixation,Fixation,7,4,151.9069,440.1812,156.3263,417.4119,0
13:42:23:560,59,Fixation,Fixation,7,4,150.3116,441.6788,155.1332,418.5533,0
13:42:23:576,59,Fixation,Saccade,7,2,150.4826,442.6601,154.7564,420.6783,0
13:42:23:593,59,Fixation,Saccade,7,2,148.761,444.4098,154.5256,422.5216,0
13:42:23:610,59,Fixation,Saccade,7,2,146.2822,444.3357,154.3064,422.9405,0
13:42:23:627,59,Fixation,Saccade,7,2,146.1845,445.4883,153.4389,424.7842,0
13:42:23:643,59,Fixation,Saccade,7,2,145.341,446.5653,152.7009,425.7871,0
13:42:23:660,59,Saccade,Saccade,6,2,167.5865,446.5765,169.7874,425.996,0
13:42:23:677,59,Saccade,Saccade,6,2,407.1489,443.6612,395.9939,420.8325,0
13:42:23:693,59,Fixation,Saccade,8,2,561.1353,443.2166,571.2165,419.9086,0
13:42:23:710,59,Fixation,Fixation,8,5,563.2908,440.0795,592.5814,416.441,0
13:42:23:727,59,Fixation,Fixation,8,5,570.5302,440.5825,617.5787,416.0202,0
13:42:23:743,59,Fixation,Fixation,8,5,568.594,439.6733,620.7963,413.5565,0
13:42:23:760,59,Fixation,Fixation,8,5,571.4853,438.7146,626.2917,411.7067,0
13:42:23:777,59,Fixation,Fixation,8,5,571.4287,438.1352,633.1405,411.3319,0
13:42:23:793,59,Fixation,Fixation,8,5,572.1102,438.696,629.9988,409.8609,0
13:42:23:810,59,Fixation,Fixation,8,5,572.4523,437.9819,631.4502,407.4361,0
13:42:23:827,59,Fixation,Fixation,8,5,573.1476,438.8874,629.2355,405.6557,0
13:42:23:844,59,Fixation,Fixation,8,5,573.7938,438.5123,630.7546,404.3282,0
13:42:23:860,59,Fixation,Fixation,8,5,574.2701,440.1798,630.8775,404.4572,0
13:42:23:877,59,Fixation,Fixation,8,5,578.3031,443.268,632.321,406.7593,0
13:42:23:894,59,Fixation,Fixation,8,5,580.8423,444.5239,632.6568,407.7391,0
13:42:23:910,59,Fixation,Fixation,8,5,580.7686,446.1973,631.9676,410.8552,0
13:42:23:927,59,Fixation,Fixation,8,5,582.6366,448.904,632.2953,411.7632,0
13:42:23:944,59,Fixation,Fixation,8,5,583.6702,450.3373,632.3286,413.9904,0
13:42:23:960,59,Fixation,Fixation,8,5,585.4527,451.4965,630.6834,417.0384,0
13:42:23:977,59,Fixation,Fixation,8,5,585.4011,453.0491,632.0004,421.1253,0
13:42:23:994,59,Fixation,Fixation,8,5,586.8255,454.3193,630.8549,419.7842,0
13:42:24:010,59,Fixation,Fixation,8,5,587.9895,455.1386,631.4436,423.8106,0
13:42:24:027,59,Fixation,Fixation,8,5,589.0927,456.4171,630.9404,424.377,0
13:42:24:044,59,Fixation,Fixation,8,5,589.9922,457.8246,632.1693,427.141,0
13:42:24:060,59,Fixation,Fixation,8,5,589.4349,457.9224,633.695,427.9963,0
13:42:24:077,59,Fixation,Fixation,8,5,589.3486,458.7213,633.6426,428.8957,0
13:42:24:094,59,Fixation,Fixation,8,5,589.8319,459.5215,633.1236,428.3138,0
13:42:24:111,59,Fixation,Fixation,8,5,588.9255,459.4376,634.2616,428.8631,0
13:42:24:127,59,Fixation,Fixation,8,5,589.6756,459.6353,634.4632,429.5574,0
13:42:24:144,59,Fixation,Fixation,8,5,589.0512,460.2183,634.416,430.627,0
13:42:24:161,59,Fixation,Fixation,8,5,590.08,460.0772,634.8223,429.8367,0
13:42:24:177,59,Fixation,Fixation,8,5,591.7032,460.1673,634.1375,430.5914,0
13:42:24:194,59,Fixation,Fixation,8,5,590.4946,460.7915,635.6176,430.5066,0
13:42:24:211,59,Fixation,Fixation,8,5,589.9188,460.5916,635.3786,431.5197,0
13:42:24:227,59,Fixation,Fixation,8,5,582.9161,457.0046,616.8501,423.4972,0
13:42:24:244,59,Fixation,Fixation,8,5,580.8515,454.388,612.8968,419.1753,0
13:42:24:261,59,Fixation,Fixation,8,5,566.275,447.6099,592.8389,414.7951,0
13:42:24:277,59,Fixation,Fixation,8,5,565.0654,442.3481,593.5571,406.5397,0
13:42:24:294,59,Fixation,Fixation,8,5,559.5765,445.1393,589.4862,406.3712,0
13:42:24:311,59,Fixation,Fixation,8,5,549.6805,434.9743,589.3822,401.4966,0
13:42:24:327,59,Fixation,Saccade,8,3,551.7353,429.2022,588.0658,400.5407,0
13:42:24:344,59,Fixation,Fixation,8,6,551.7415,428.3685,585.6943,398.4547,0
13:42:24:361,59,Fixation,Fixation,8,6,563.6275,415.6386,617.6495,384.8201,0
13:42:24:378,59,Fixation,Fixation,8,6,570.1541,408.1258,611.8827,382.2673,0
13:42:24:394,59,Fixation,Fixation,8,6,578.3265,393.0216,630.4772,371.9557,0
13:42:24:411,59,Saccade,Fixation,7,6,582.881,391.7352,626.2428,373.1371,0
13:42:24:428,59,Fixation,Saccade,9,4,589.1049,384.9694,627.8003,369.4064,0
13:42:24:444,59,Fixation,Fixation,9,7,589.659,388.8066,633.7254,364.4662,0
13:42:24:461,59,Fixation,Fixation,9,7,591.3663,386.4197,632.74,363.2118,0
13:42:24:478,59,Fixation,Fixation,9,7,593.1976,389.7181,635.8172,360.1816,0
13:42:24:494,59,Fixation,Fixation,9,7,594.6898,384.1057,637.0663,359.3776,0
13:42:24:511,59,Fixation,Fixation,9,7,596.5772,380.4844,637.1814,357.9144,0
13:42:24:528,59,Fixation,Fixation,9,7,594.3316,380.5465,637.743,355.8835,0
13:42:24:544,59,Fixation,Fixation,9,7,596.9107,379.3998,638.088,356.0849,0
13:42:24:561,59,Fixation,Fixation,9,7,596.6297,376.6589,638.7744,355.6889,0
13:42:24:578,59,Fixation,Fixation,9,7,595.7345,379.7397,639.3795,355.8231,0
13:42:24:594,59,Fixation,Fixation,9,7,595.1971,384.1087,638.2655,357.4942,0
13:42:24:611,59,Fixation,Fixation,9,7,592.7231,406.8043,637.1642,414.035,0
13:42:24:628,59,Fixation,Fixation,9,7,592.8054,429.6211,635.5018,402.1335,0
13:42:24:645,59,Fixation,Fixation,9,7,590.0489,436.7511,633.4698,421.4588,0
13:42:24:661,59,Saccade,Fixation,8,7,587.2957,443.7241,633.427,415.2188,0
13:42:24:678,59,Fixation,Fixation,10,7,587.3607,449.5523,631.0831,415.7989,0
13:42:24:695,59,Fixation,Fixation,10,7,584.1693,446.5919,630.9805,419.7149,0
13:42:24:711,59,Fixation,Fixation,10,7,586.5002,447.0055,629.313,420.0208,0
13:42:24:728,59,Fixation,Fixation,10,7,584.1139,444.9384,629.3121,421.9499,0
